Code Domaine,Domaine,Code Pays,Pays,Code Élément,Élément,Code Produit,Produit,Code Année,Année,Unité,Valeur,Symbole,Description du Symbole
"FBS","Bilans Alimentaires","113","Kirghizistan","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2903","Produits Vegetaux","2012","2012","g/personne/jour","28.36","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","113","Kirghizistan","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2903","Produits Vegetaux","2013","2013","g/personne/jour","29.04","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","83","Kiribati","664","Disponibilité alimentaire (Kcal/personne/jour)","2903","Produits Vegetaux","2012","2012","Kcal/personne/jour","2682","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","83","Kiribati","664","Disponibilité alimentaire (Kcal/personne/jour)","2903","Produits Vegetaux","2013","2013","Kcal/personne/jour","2685","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","83","Kiribati","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2012","2012","g/personne/jour","37.9","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","83","Kiribati","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2013","2013","g/personne/jour","38.03","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","83","Kiribati","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2903","Produits Vegetaux","2012","2012","g/personne/jour","81.49","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","83","Kiribati","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2903","Produits Vegetaux","2013","2013","g/personne/jour","81.79","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","118","Koweït","664","Disponibilité alimentaire (Kcal/personne/jour)","2903","Produits Vegetaux","2012","2012","Kcal/personne/jour","2779","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","118","Koweït","664","Disponibilité alimentaire (Kcal/personne/jour)","2903","Produits Vegetaux","2013","2013","Kcal/personne/jour","2795","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","118","Koweït","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2012","2012","g/personne/jour","49.68","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","118","Koweït","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2013","2013","g/personne/jour","54.66","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","118","Koweït","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2903","Produits Vegetaux","2012","2012","g/personne/jour","70.36","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","118","Koweït","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2903","Produits Vegetaux","2013","2013","g/personne/jour","70.02","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","122","Lesotho","664","Disponibilité alimentaire (Kcal/personne/jour)","2903","Produits Vegetaux","2012","2012","Kcal/personne/jour","2396","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","122","Lesotho","664","Disponibilité alimentaire (Kcal/personne/jour)","2903","Produits Vegetaux","2013","2013","Kcal/personne/jour","2363","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","122","Lesotho","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2012","2012","g/personne/jour","62.7","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","122","Lesotho","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2013","2013","g/personne/jour","60.74","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","122","Lesotho","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2903","Produits Vegetaux","2012","2012","g/personne/jour","20.93","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","122","Lesotho","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2903","Produits Vegetaux","2013","2013","g/personne/jour","21.4","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","119","Lettonie","664","Disponibilité alimentaire (Kcal/personne/jour)","2903","Produits Vegetaux","2012","2012","Kcal/personne/jour","2164","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","119","Lettonie","664","Disponibilité alimentaire (Kcal/personne/jour)","2903","Produits Vegetaux","2013","2013","Kcal/personne/jour","2269","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","119","Lettonie","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2012","2012","g/personne/jour","39.54","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","119","Lettonie","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2013","2013","g/personne/jour","40.42","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","119","Lettonie","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2903","Produits Vegetaux","2012","2012","g/personne/jour","44.93","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","119","Lettonie","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2903","Produits Vegetaux","2013","2013","g/personne/jour","48.55","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","154","l'ex-République yougoslave de Macédoine","664","Disponibilité alimentaire (Kcal/personne/jour)","2903","Produits Vegetaux","2012","2012","Kcal/personne/jour","2375","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","154","l'ex-République yougoslave de Macédoine","664","Disponibilité alimentaire (Kcal/personne/jour)","2903","Produits Vegetaux","2013","2013","Kcal/personne/jour","2399","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","154","l'ex-République yougoslave de Macédoine","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2012","2012","g/personne/jour","45.71","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","154","l'ex-République yougoslave de Macédoine","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2013","2013","g/personne/jour","46.26","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","154","l'ex-République yougoslave de Macédoine","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2903","Produits Vegetaux","2012","2012","g/personne/jour","63.16","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","154","l'ex-République yougoslave de Macédoine","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2903","Produits Vegetaux","2013","2013","g/personne/jour","63.45","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","121","Liban","664","Disponibilité alimentaire (Kcal/personne/jour)","2903","Produits Vegetaux","2012","2012","Kcal/personne/jour","2675","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","121","Liban","664","Disponibilité alimentaire (Kcal/personne/jour)","2903","Produits Vegetaux","2013","2013","Kcal/personne/jour","2638","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","121","Liban","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2012","2012","g/personne/jour","50.41","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","121","Liban","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2013","2013","g/personne/jour","50.39","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","121","Liban","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2903","Produits Vegetaux","2012","2012","g/personne/jour","70.78","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","121","Liban","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2903","Produits Vegetaux","2013","2013","g/personne/jour","72.34","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","123","Libéria","664","Disponibilité alimentaire (Kcal/personne/jour)","2903","Produits Vegetaux","2012","2012","Kcal/personne/jour","2100","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","123","Libéria","664","Disponibilité alimentaire (Kcal/personne/jour)","2903","Produits Vegetaux","2013","2013","Kcal/personne/jour","2104","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","123","Libéria","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2012","2012","g/personne/jour","29.91","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","123","Libéria","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2013","2013","g/personne/jour","29.52","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","123","Libéria","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2903","Produits Vegetaux","2012","2012","g/personne/jour","53.68","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","123","Libéria","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2903","Produits Vegetaux","2013","2013","g/personne/jour","52.98","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","126","Lituanie","664","Disponibilité alimentaire (Kcal/personne/jour)","2903","Produits Vegetaux","2012","2012","Kcal/personne/jour","2427","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","126","Lituanie","664","Disponibilité alimentaire (Kcal/personne/jour)","2903","Produits Vegetaux","2013","2013","Kcal/personne/jour","2434","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","126","Lituanie","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2012","2012","g/personne/jour","48.27","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","126","Lituanie","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2013","2013","g/personne/jour","47.99","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","126","Lituanie","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2903","Produits Vegetaux","2012","2012","g/personne/jour","32.34","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","126","Lituanie","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2903","Produits Vegetaux","2013","2013","g/personne/jour","30.71","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","256","Luxembourg","664","Disponibilité alimentaire (Kcal/personne/jour)","2903","Produits Vegetaux","2012","2012","Kcal/personne/jour","2352","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","256","Luxembourg","664","Disponibilité alimentaire (Kcal/personne/jour)","2903","Produits Vegetaux","2013","2013","Kcal/personne/jour","2366","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","256","Luxembourg","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2012","2012","g/personne/jour","42.05","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","256","Luxembourg","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2013","2013","g/personne/jour","41.76","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","256","Luxembourg","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2903","Produits Vegetaux","2012","2012","g/personne/jour","53.24","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","256","Luxembourg","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2903","Produits Vegetaux","2013","2013","g/personne/jour","55.53","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","129","Madagascar","664","Disponibilité alimentaire (Kcal/personne/jour)","2903","Produits Vegetaux","2012","2012","Kcal/personne/jour","1906","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","129","Madagascar","664","Disponibilité alimentaire (Kcal/personne/jour)","2903","Produits Vegetaux","2013","2013","Kcal/personne/jour","1904","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","129","Madagascar","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2012","2012","g/personne/jour","36.94","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","129","Madagascar","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2013","2013","g/personne/jour","36.65","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","129","Madagascar","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2903","Produits Vegetaux","2012","2012","g/personne/jour","13.99","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","129","Madagascar","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2903","Produits Vegetaux","2013","2013","g/personne/jour","14.36","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","131","Malaisie","664","Disponibilité alimentaire (Kcal/personne/jour)","2903","Produits Vegetaux","2012","2012","Kcal/personne/jour","2372","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","131","Malaisie","664","Disponibilité alimentaire (Kcal/personne/jour)","2903","Produits Vegetaux","2013","2013","Kcal/personne/jour","2381","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","131","Malaisie","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2012","2012","g/personne/jour","35.84","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","131","Malaisie","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2013","2013","g/personne/jour","36.19","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","131","Malaisie","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2903","Produits Vegetaux","2012","2012","g/personne/jour","56.2","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","131","Malaisie","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2903","Produits Vegetaux","2013","2013","g/personne/jour","55.88","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","130","Malawi","664","Disponibilité alimentaire (Kcal/personne/jour)","2903","Produits Vegetaux","2012","2012","Kcal/personne/jour","2217","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","130","Malawi","664","Disponibilité alimentaire (Kcal/personne/jour)","2903","Produits Vegetaux","2013","2013","Kcal/personne/jour","2228","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","130","Malawi","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2012","2012","g/personne/jour","56.11","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","130","Malawi","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2013","2013","g/personne/jour","56.76","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","130","Malawi","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2903","Produits Vegetaux","2012","2012","g/personne/jour","28.76","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","130","Malawi","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2903","Produits Vegetaux","2013","2013","g/personne/jour","29.93","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","132","Maldives","664","Disponibilité alimentaire (Kcal/personne/jour)","2903","Produits Vegetaux","2012","2012","Kcal/personne/jour","1949","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","132","Maldives","664","Disponibilité alimentaire (Kcal/personne/jour)","2903","Produits Vegetaux","2013","2013","Kcal/personne/jour","1912","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","132","Maldives","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2012","2012","g/personne/jour","36.46","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","132","Maldives","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2013","2013","g/personne/jour","36.47","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","132","Maldives","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2903","Produits Vegetaux","2012","2012","g/personne/jour","21.59","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","132","Maldives","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2903","Produits Vegetaux","2013","2013","g/personne/jour","22.88","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","133","Mali","664","Disponibilité alimentaire (Kcal/personne/jour)","2903","Produits Vegetaux","2012","2012","Kcal/personne/jour","2531","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","133","Mali","664","Disponibilité alimentaire (Kcal/personne/jour)","2903","Produits Vegetaux","2013","2013","Kcal/personne/jour","2523","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","133","Mali","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2012","2012","g/personne/jour","59.72","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","133","Mali","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2013","2013","g/personne/jour","61.51","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","133","Mali","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2903","Produits Vegetaux","2012","2012","g/personne/jour","40.68","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","133","Mali","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2903","Produits Vegetaux","2013","2013","g/personne/jour","41.18","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","134","Malte","664","Disponibilité alimentaire (Kcal/personne/jour)","2903","Produits Vegetaux","2012","2012","Kcal/personne/jour","2462","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","134","Malte","664","Disponibilité alimentaire (Kcal/personne/jour)","2903","Produits Vegetaux","2013","2013","Kcal/personne/jour","2450","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","134","Malte","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2012","2012","g/personne/jour","48.05","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","134","Malte","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2013","2013","g/personne/jour","48.61","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","134","Malte","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2903","Produits Vegetaux","2012","2012","g/personne/jour","50.15","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","134","Malte","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2903","Produits Vegetaux","2013","2013","g/personne/jour","48.63","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","143","Maroc","664","Disponibilité alimentaire (Kcal/personne/jour)","2903","Produits Vegetaux","2012","2012","Kcal/personne/jour","3036","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","143","Maroc","664","Disponibilité alimentaire (Kcal/personne/jour)","2903","Produits Vegetaux","2013","2013","Kcal/personne/jour","3072","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","143","Maroc","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2012","2012","g/personne/jour","69.85","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","143","Maroc","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2013","2013","g/personne/jour","71.29","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","143","Maroc","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2903","Produits Vegetaux","2012","2012","g/personne/jour","49.24","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","143","Maroc","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2903","Produits Vegetaux","2013","2013","g/personne/jour","47.93","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","137","Maurice","664","Disponibilité alimentaire (Kcal/personne/jour)","2903","Produits Vegetaux","2012","2012","Kcal/personne/jour","2542","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","137","Maurice","664","Disponibilité alimentaire (Kcal/personne/jour)","2903","Produits Vegetaux","2013","2013","Kcal/personne/jour","2612","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","137","Maurice","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2012","2012","g/personne/jour","46.89","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","137","Maurice","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2013","2013","g/personne/jour","48.55","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","137","Maurice","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2903","Produits Vegetaux","2012","2012","g/personne/jour","66.55","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","137","Maurice","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2903","Produits Vegetaux","2013","2013","g/personne/jour","67.27","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","136","Mauritanie","664","Disponibilité alimentaire (Kcal/personne/jour)","2903","Produits Vegetaux","2012","2012","Kcal/personne/jour","2381","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","136","Mauritanie","664","Disponibilité alimentaire (Kcal/personne/jour)","2903","Produits Vegetaux","2013","2013","Kcal/personne/jour","2385","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","136","Mauritanie","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2012","2012","g/personne/jour","49.6","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","136","Mauritanie","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2013","2013","g/personne/jour","51.1","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","136","Mauritanie","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2903","Produits Vegetaux","2012","2012","g/personne/jour","52.19","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","136","Mauritanie","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2903","Produits Vegetaux","2013","2013","g/personne/jour","44.41","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","138","Mexique","664","Disponibilité alimentaire (Kcal/personne/jour)","2903","Produits Vegetaux","2012","2012","Kcal/personne/jour","2433","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","138","Mexique","664","Disponibilité alimentaire (Kcal/personne/jour)","2903","Produits Vegetaux","2013","2013","Kcal/personne/jour","2443","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","138","Mexique","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2012","2012","g/personne/jour","46.45","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","138","Mexique","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2013","2013","g/personne/jour","46.97","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","138","Mexique","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2903","Produits Vegetaux","2012","2012","g/personne/jour","47.54","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","138","Mexique","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2903","Produits Vegetaux","2013","2013","g/personne/jour","48.29","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","141","Mongolie","664","Disponibilité alimentaire (Kcal/personne/jour)","2903","Produits Vegetaux","2012","2012","Kcal/personne/jour","1681","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","141","Mongolie","664","Disponibilité alimentaire (Kcal/personne/jour)","2903","Produits Vegetaux","2013","2013","Kcal/personne/jour","1680","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","141","Mongolie","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2012","2012","g/personne/jour","32.32","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","141","Mongolie","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2013","2013","g/personne/jour","32.26","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","141","Mongolie","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2903","Produits Vegetaux","2012","2012","g/personne/jour","28.31","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","141","Mongolie","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2903","Produits Vegetaux","2013","2013","g/personne/jour","29.21","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","273","Monténégro","664","Disponibilité alimentaire (Kcal/personne/jour)","2903","Produits Vegetaux","2012","2012","Kcal/personne/jour","2300","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","273","Monténégro","664","Disponibilité alimentaire (Kcal/personne/jour)","2903","Produits Vegetaux","2013","2013","Kcal/personne/jour","2368","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","273","Monténégro","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2012","2012","g/personne/jour","47.78","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","273","Monténégro","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2013","2013","g/personne/jour","48.96","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","273","Monténégro","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2903","Produits Vegetaux","2012","2012","g/personne/jour","46.71","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","273","Monténégro","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2903","Produits Vegetaux","2013","2013","g/personne/jour","49.3","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","144","Mozambique","664","Disponibilité alimentaire (Kcal/personne/jour)","2903","Produits Vegetaux","2012","2012","Kcal/personne/jour","2194","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","144","Mozambique","664","Disponibilité alimentaire (Kcal/personne/jour)","2903","Produits Vegetaux","2013","2013","Kcal/personne/jour","2178","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","144","Mozambique","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2012","2012","g/personne/jour","40.45","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","144","Mozambique","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2013","2013","g/personne/jour","39.35","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","144","Mozambique","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2903","Produits Vegetaux","2012","2012","g/personne/jour","33.84","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","144","Mozambique","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2903","Produits Vegetaux","2013","2013","g/personne/jour","33.6","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","28","Myanmar","664","Disponibilité alimentaire (Kcal/personne/jour)","2903","Produits Vegetaux","2012","2012","Kcal/personne/jour","2137","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","28","Myanmar","664","Disponibilité alimentaire (Kcal/personne/jour)","2903","Produits Vegetaux","2013","2013","Kcal/personne/jour","2143","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","28","Myanmar","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2012","2012","g/personne/jour","49.16","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","28","Myanmar","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2013","2013","g/personne/jour","48.89","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","28","Myanmar","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2903","Produits Vegetaux","2012","2012","g/personne/jour","39.18","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","28","Myanmar","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2903","Produits Vegetaux","2013","2013","g/personne/jour","39.44","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","147","Namibie","664","Disponibilité alimentaire (Kcal/personne/jour)","2903","Produits Vegetaux","2012","2012","Kcal/personne/jour","1834","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","147","Namibie","664","Disponibilité alimentaire (Kcal/personne/jour)","2903","Produits Vegetaux","2013","2013","Kcal/personne/jour","1882","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","147","Namibie","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2012","2012","g/personne/jour","37.61","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","147","Namibie","674","Disponibilité de protéines en quantité (g/personne/jour)","2903","Produits Vegetaux","2013","2013","g/personne/jour","38.14","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","147","Namibie","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2903","Produits Vegetaux","2012","2012","g/personne/jour","28.69","Fc","Donnée calculée"
"FBS","Bilans Alimentaires","147","Namibie","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2903","Produits Vegetaux","2013","2013","g/personne/jour","29.91","Fc","Donnée calculée"
